URL,Year,Team,Web_Finish,List_Finish
https://collegechampionships.usaultimate.org/d1-women/history/2009-d-i-women/,2009,Washington University,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2009-d-i-women/,2009,Illinois,19T,19
https://collegechampionships.usaultimate.org/d1-women/history/2009-d-i-women/,2009,Southern California,19T,20
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Oregon,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,California- Santa Barbara,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Colorado,3T,3
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Wisconsin,3T,4
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,California,5T,5
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,North Carolina- Wilmington,5T,6
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Southern California,5T,7
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,UCLA,5T,8
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,PIttsburgh,9T,9
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Washington,9T,10
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Carleton College,11T,11
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Michigan,11T,12
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Stanford,13T,13
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,North Carolina,13T,14
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Maryland,15T,15
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Washington University,15T,16
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Northwestern,17T,17
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Texas,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Harvard,19T,19
https://collegechampionships.usaultimate.org/d1-women/history/2010-d-i-women/,2010,Middlebury,19T,20
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,California-Santa Barbara,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Michigan,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Oregon,3T,3
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Stanford,3T,4
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Colorado College,5T,5
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Iowa,5T,6
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,North Carolina,5T,7
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,North Carolina- Wilmington,5T,8
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Washington,9,9
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Iowa State,10,10
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,California,11,11
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Carleton College,12,12
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Northwestern,13T,13
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Ottawa,13T,14
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Florida,15T,15
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Tufts,15T,16
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Ohio State,17T,17
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Washington University,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,British Columbia,19T,19
https://collegechampionships.usaultimate.org/d1-women/history/2011-d-i-college-womens/,2011,Virginia,19T,20
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Washington,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Oregon,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Michigan,3T,3
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Tufts,3T,4
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Iowa,5T,5
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,North Carolina,5T,6
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Ohio State,5T,7
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Texas,5T,8
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,California,9,9
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Iowa State,10,10
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,British Columbia,11,11
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,UCLA,12,12
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Florida,13T,13
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Stanford,13T,14
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Sonoma State,15T,15
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Wisconsin,15T,16
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Humboldt State,17T,17
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Virginia,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Delaware,19T,19
https://collegechampionships.usaultimate.org/d1-women/history/2012-d-i-college-womens/,2012,Ottawa,19T,20
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Oregon,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Carleton College,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Iowa,3T,3
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Ohio State,3T,4
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,British Columbia,5T,5
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Tufts,5T,6
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Virginia,5T,7
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Washington,5T,8
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Iowa State,9T,9
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Minnesota,9T,10
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Northwestern,9T,11
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Wisconsin,9T,12
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,California- Santa Barbara,13T,13
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Ottawa,13T,14
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Stanford,13T,15
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Whitman,13T,16
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Central Florida,17T,17
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Georgia,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Northeastern,17T,19
https://collegechampionships.usaultimate.org/d1-women/history/2013-d-i-college-womens/,2013,Texas,17T,20
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Ohio State,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Oregon,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Central Florida,3T,3
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Washington,3T,4
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,British Columbia,5T,5
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Carleton College,5T,6
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Michigan,5T,7
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Virginia,5T,8
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,California- Santa Barbara,9T,9
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Colorado College,9T,10
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Tufts,9T,11
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,UCLA,9T,12
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Colorado,13T,13
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Kansas,13T,14
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Stanford,13T,15
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Victoria,13T,16
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Cornell,17T,17
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Northeastern,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Western Washington,17T,19
https://collegechampionships.usaultimate.org/d1-women/history/2014-d-i-college-womens/,2014,Whitman,17T,20
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Oregon,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Stanford,2.,2
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,British Columbia,3T,3
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Carleton College,3T,4
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Colorado,5T,5
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Dartmouth,5T,6
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Virginia,5T,7
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Whitman,5T,8
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Florida State,9T,9
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Ohio State,9T,10
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Texas,9T,11
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Victoria,9T,12
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Central Florida,13T,13
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Princeton,13T,14
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,UCLA,13T,15
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Washington,13T,16
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Kansas,17T,17
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Middlebury,17T,18
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Notre Dame,17T,19
https://collegechampionships.usaultimate.org/d1-women/history/2015-d-i-women/,2015,Pittsburgh,17T,20
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Stanford,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Whitman,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Oregon,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Virginia,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,British Columbia,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Colorado,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Dartmouth,T5,7
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,UCLA,T5,8
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Michigan,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Texas,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Washington,T9,11
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Wisconsin,T9,12
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,California,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Western Washington**,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Colorado College,T13,15
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Pittsburgh,T13,16
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Central Florida,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Ohio State,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Ottawa,T17,19
https://collegechampionships.usaultimate.org/d1-women/history/2016-d-i-college-womens/,2016,Southern California,T17,20
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Dartmouth,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Texas,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,British Columbia,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Colorado,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Oregon,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Stanford,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,California,T9,7
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Carleton College,T9,8
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Michigan,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Notre Dame,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,California- San Diego,T13,11
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Delaware,T13,12
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,North Carolina,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Ohio State,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Connecticut,T17,15
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Florida,T17,16
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Pittsburgh,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2017-d-i-women/,2017,Tufts,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Dartmouth,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Colorado,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Pittsburgh,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Stanford,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,British Columbia,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,North Carolina,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Oregon,T5,7
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Texas,T5,8
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,California-San Diego,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Michigan,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,North Carolina State,T9,11
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Tufts,T9,12
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Carleton College,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Ohio State,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,West Chester,T13,15
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Western Washington,T13,16
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,California-Santa Barbara,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Cornell,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Florida,T17,19
https://collegechampionships.usaultimate.org/d1-women/history/2018-d-i-women/,2018,Whitman,T17,20
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,California-San Diego,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Dartmouth,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,North Carolina,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Ohio State,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Carleton College-Syzygy,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Western Washington,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,California-Santa Barbara,T5,7
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Wisconsin,T5,8
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Georgia,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Colorado,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Minnesota,T9,11
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Oregon,T9,12
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Texas,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,UCLA,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Washington,T13,15
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Northwestern,T13,16
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Pittsburgh,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Northeastern,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Tufts,T17,19
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women/,2019,Cornell,T17,20
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,North Carolina,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Washington,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Carleton-Syzygy,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,California-Santa Barbara,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Virginia,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,California-San Diego,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Pittsburgh,T5,7
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,California-Davis,T5,8
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Western Washington,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Colorado,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Texas,T11,11
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Chicago,T11,12
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Vermont,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Georgia,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Florida State,T15,15
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Ohio,T15,16
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Pennsylvania,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,SUNY-Binghamton,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Michigan,T19,19
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2/,2021,Boston University,T19,20
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,North Carolina,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Colorado,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Carleton College,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,California-Santa Barbara,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,British Columbia,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Tufts,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Washington,T5,7
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,California-Davis,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,California-San Diego,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Florida State,T9,11
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Georgia,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Pittsburgh,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Virginia,T15,16
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Purdue,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Northeastern,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,SUNY-Binghamton,T19,19
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2/,2022,Colorado State,T19,20
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,North Carolina,1,1
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Colorado,2,2
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,British Columbia,T3,3
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Vermont,T3,4
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Carleton College,T5,5
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Stanford,T5,6
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Tufts,T5,7
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Washington,T5,8
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,California-Santa Barbara,T9,9
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Colorado State,T9,10
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Northeastern,T9,11
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Oregon,T9,12
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,UCLA,T13,13
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Virginia,T13,14
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Chicago,T15,15
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Victoria,T15,16
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Georgia,T17,17
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,SUNY-Binghamton,T17,18
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Carnegie Mellon,T19,19
https://collegechampionships.usaultimate.org/d1-women/history/2019-d-i-women-2-2-2/,2023,Texas-Dallas,T19,20
